sample Items	X0	X1		out		list0			list1			list2			list3			list4			list5			list6			list7			list8		
28010	466	680	==>	3												466	680															
28011	651	294	==>	2									651	294																		
28012	551	-160	==>	2									551	-160																		
28013	459	399	==>	2									459	399																		
28014	-764	929	==>	3												-764	929															
28015	911	867	==>	3												911	867															
28016	-878	-750	==>	3												-878	-750															
28017	817	-563	==>	3												817	-563															
28018	229	650	==>	2									229	650																		
28019	346	420	==>	2									346	420																		
28020	-654	-645	==>	3												-654	-645															
28021	-642	837	==>	3												-642	837															
28022	792	-101	==>	3												792	-101															
28023	673	-556	==>	3												673	-556															
28024	968	236	==>	3												968	236															
28025	744	152	==>	3												744	152															
28026	998	561	==>	3												998	561															
28027	-180	-688	==>	2									-180	-688																		
28028	877	-997	==>	3												877	-997															
28029	-864	-96	==>	3												-864	-96															
28030	914	-137	==>	3												914	-137															
28031	190	-565	==>	2									190	-565																		
28032	413	356	==>	2									413	356																		
28033	-903	214	==>	3												-903	214															
28034	-470	-774	==>	3												-470	-774															
28035	445	-306	==>	2									445	-306																		
28036	-513	960	==>	3												-513	960															
28037	677	-447	==>	3												677	-447															
28038	-298	475	==>	2									-298	475																		
28039	238	-127	==>	1						238	-127																					
28040	443	200	==>	1						443	200																					
28041	313	340	==>	1						313	340																					
28042	149	40	==>	0			149	40																								
28043	-517	-501	==>	2									-517	-501																		
28044	-693	664	==>	3												-693	664															
28045	385	-536	==>	2									385	-536																		
28046	-189	-724	==>	2									-189	-724																		
28047	75	260	==>	1						75	260																					
28048	552	-808	==>	3												552	-808															
28049	316	154	==>	1						316	154																					
28050	-403	-557	==>	2									-403	-557																		
28051	-648	42	==>	2									-648	42																		
28052	118	-817	==>	3												118	-817															
28053	-818	-945	==>	3												-818	-945															
28054	595	-279	==>	2									595	-279																		
28055	795	-896	==>	3												795	-896															
28056	446	-660	==>	3												446	-660															
28057	929	-496	==>	3												929	-496															
28058	374	733	==>	3												374	733															
28059	121	42	==>	0			121	42																								
28060	-308	252	==>	1						-308	252																					
28061	914	18	==>	3												914	18															
28062	-189	-728	==>	3												-189	-728															
28063	174	-777	==>	3												174	-777															
28064	530	117	==>	2									530	117																		
28065	799	-660	==>	3												799	-660															
28066	808	13	==>	3												808	13															
28067	783	-201	==>	3												783	-201															
28068	-4	-913	==>	3												-4	-913															
28069	149	-803	==>	3												149	-803															
28070	890	360	==>	3												890	360															
28071	-847	988	==>	3												-847	988															
28072	481	911	==>	3												481	911															
28073	-470	-536	==>	2									-470	-536																		
28074	757	9	==>	3												757	9															
28075	-173	-357	==>	1						-173	-357																					
28076	-307	-667	==>	2									-307	-667																		
28077	-564	-450	==>	2									-564	-450																		
28078	-135	-375	==>	1						-135	-375																					
28079	845	-284	==>	3												845	-284															
28080	8	-795	==>	3												8	-795															
28081	94	192	==>	0			94	192																								
28082	-255	-255	==>	1						-255	-255																					
28083	856	-752	==>	3												856	-752															
28084	547	-475	==>	2									547	-475																		
28085	156	171	==>	0			156	171																								
28086	639	868	==>	3												639	868															
28087	-270	463	==>	2									-270	463																		
